change_identifier,change_description,valid_from,old_schema_version,new_schema_version,change_type,old_class,new_class,old_parent_class,new_parent_class,old_class_meaning_binding,new_class_meaning_binding,old_property,new_property,old_domain,new_domain,old_range,new_range,old_individual,new_individual,old_individual_associated_class,new_individual_associated_class
1051,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasGenePanel,,"['https://biomedit.ch/rdf/sphn-schema/sphn#LibraryPreparation', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,['https://biomedit.ch/rdf/sphn-schema/sphn#GenePanel'],,,,
1052,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasFrequency,https://biomedit.ch/rdf/sphn-schema/sphn#hasFrequency,['https://biomedit.ch/rdf/sphn-ontology/sphn#DrugPrescription'],"['https://biomedit.ch/rdf/sphn-schema/sphn#DrugPrescription', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",['https://biomedit.ch/rdf/sphn-ontology/sphn#Quantity'],['https://biomedit.ch/rdf/sphn-schema/sphn#Quantity'],,,,
1053,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasUpperLimit,https://biomedit.ch/rdf/sphn-schema/sphn#hasUpperLimit,['https://biomedit.ch/rdf/sphn-ontology/sphn#ReferenceRange'],"['https://biomedit.ch/rdf/sphn-schema/sphn#ReferenceRange', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",['https://biomedit.ch/rdf/sphn-ontology/sphn#Quantity'],['https://biomedit.ch/rdf/sphn-schema/sphn#Quantity'],,,,
1054,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,IRI Change,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#SPHNAttributeObject,https://biomedit.ch/rdf/sphn-schema/sphn#SPHNAttributeObject,[],[],[],[],,,,
1055,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasFocusGene,,"['https://biomedit.ch/rdf/sphn-schema/sphn#GenePanel', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,['https://biomedit.ch/rdf/sphn-schema/sphn#Gene'],,,,
1056,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasTopographyCode,,['https://biomedit.ch/rdf/sphn-ontology/sphn#ICDODiagnosis'],,"['https://biomedit.ch/rdf/sphn-ontology/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Code']",,,,,
1057,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasUnit,https://biomedit.ch/rdf/sphn-schema/sphn#hasUnit,['https://biomedit.ch/rdf/sphn-ontology/sphn#Quantity'],"['https://biomedit.ch/rdf/sphn-schema/sphn#Quantity', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",['https://biomedit.ch/rdf/sphn-ontology/sphn#Unit'],['https://biomedit.ch/rdf/sphn-schema/sphn#Unit'],,,,
1058,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasDataProviderInstitute,https://biomedit.ch/rdf/sphn-schema/sphn#hasDataProvider,"['https://biomedit.ch/rdf/sphn-ontology/sphn#AccessDevicePresence', 'https://biomedit.ch/rdf/sphn-ontology/sphn#AdministrativeCase', 'https://biomedit.ch/rdf/sphn-ontology/sphn#AdverseEvent', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Allergy', 'https://biomedit.ch/rdf/sphn-ontology/sphn#AllergyEpisode', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Biobanksample', 'https://biomedit.ch/rdf/sphn-ontology/sphn#BloodPressure', 'https://biomedit.ch/rdf/sphn-ontology/sphn#BodyHeight', 'https://biomedit.ch/rdf/sphn-ontology/sphn#BodyMassIndex', 'https://biomedit.ch/rdf/sphn-ontology/sphn#BodyPosition', 'https://biomedit.ch/rdf/sphn-ontology/sphn#BodySurfaceArea', 'https://biomedit.ch/rdf/sphn-ontology/sphn#BodyTemperature', 'https://biomedit.ch/rdf/sphn-ontology/sphn#BodyWeight', 'https://biomedit.ch/rdf/sphn-ontology/sphn#CardiacIndex', 'https://biomedit.ch/rdf/sphn-ontology/sphn#CardiacOutput', 'https://biomedit.ch/rdf/sphn-ontology/sphn#CircumferenceMeasure', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Consent', 'https://biomedit.ch/rdf/sphn-ontology/sphn#DataFile', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Diagnosis', 'https://biomedit.ch/rdf/sphn-ontology/sphn#DiagnosticRadiologicExamination', 'https://biomedit.ch/rdf/sphn-ontology/sphn#DrugAdministrationEvent', 'https://biomedit.ch/rdf/sphn-ontology/sphn#DrugPrescription', 'https://biomedit.ch/rdf/sphn-ontology/sphn#ElectrocardiographicProcedure', 'https://biomedit.ch/rdf/sphn-ontology/sphn#FOPHDiagnosis', 'https://biomedit.ch/rdf/sphn-ontology/sphn#FOPHProcedure', 'https://biomedit.ch/rdf/sphn-ontology/sphn#GestationalAgeAtBirth', 'https://biomedit.ch/rdf/sphn-ontology/sphn#HealthcareEncounter', 'https://biomedit.ch/rdf/sphn-ontology/sphn#HeartRate', 'https://biomedit.ch/rdf/sphn-ontology/sphn#ICDODiagnosis', 'https://biomedit.ch/rdf/sphn-ontology/sphn#InhaledOxygenConcentration', 'https://biomedit.ch/rdf/sphn-ontology/sphn#LabResult', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Location', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Measurement', 'https://biomedit.ch/rdf/sphn-ontology/sphn#NursingDiagnosis', 'https://biomedit.ch/rdf/sphn-ontology/sphn#OncologyTreatmentAssessment', 'https://biomedit.ch/rdf/sphn-ontology/sphn#OxygenSaturation', 'https://biomedit.ch/rdf/sphn-ontology/sphn#ProblemCondition', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Procedure', 'https://biomedit.ch/rdf/sphn-ontology/sphn#RadiotherapyProcedure', 'https://biomedit.ch/rdf/sphn-ontology/sphn#RespiratoryRate', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Sample', 'https://biomedit.ch/rdf/sphn-ontology/sphn#SimpleScore', 'https://biomedit.ch/rdf/sphn-ontology/sphn#SubjectPseudoIdentifier', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TNMClassification', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TumorGrade', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TumorSpecimen', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TumorStage', 'https://biomedit.ch/rdf/sphn-ontology/sphn#VariantDescriptor']","['https://biomedit.ch/rdf/sphn-schema/sphn#DataRelease', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept', 'https://biomedit.ch/rdf/sphn-schema/sphn#AccessDevicePresence', 'https://biomedit.ch/rdf/sphn-schema/sphn#AdministrativeCase', 'https://biomedit.ch/rdf/sphn-schema/sphn#AdministrativeSex', 'https://biomedit.ch/rdf/sphn-schema/sphn#AdverseEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#Allergy', 'https://biomedit.ch/rdf/sphn-schema/sphn#AllergyEpisode', 'https://biomedit.ch/rdf/sphn-schema/sphn#AntimicrobialSusceptibilityLabTestEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#Assay', 'https://biomedit.ch/rdf/sphn-schema/sphn#AssessmentEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#BilledDiagnosis', 'https://biomedit.ch/rdf/sphn-schema/sphn#BilledProcedure', 'https://biomedit.ch/rdf/sphn-schema/sphn#Biobanksample', 'https://biomedit.ch/rdf/sphn-schema/sphn#Birth', 'https://biomedit.ch/rdf/sphn-schema/sphn#BirthDate', 'https://biomedit.ch/rdf/sphn-schema/sphn#BloodPressureMeasurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#BodyHeightMeasurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#BodyMassIndex', 'https://biomedit.ch/rdf/sphn-schema/sphn#BodyPosition', 'https://biomedit.ch/rdf/sphn-schema/sphn#BodySurfaceArea', 'https://biomedit.ch/rdf/sphn-schema/sphn#BodyTemperatureMeasurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#BodyWeightMeasurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#CardiacIndex', 'https://biomedit.ch/rdf/sphn-schema/sphn#CardiacOutputMeasurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#CircumferenceMeasurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#Consent', 'https://biomedit.ch/rdf/sphn-schema/sphn#DataFile', 'https://biomedit.ch/rdf/sphn-schema/sphn#DataProcessing', 'https://biomedit.ch/rdf/sphn-schema/sphn#Death', 'https://biomedit.ch/rdf/sphn-schema/sphn#DeathDate', 'https://biomedit.ch/rdf/sphn-schema/sphn#Diagnosis', 'https://biomedit.ch/rdf/sphn-schema/sphn#DrugAdministrationEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#DrugPrescription', 'https://biomedit.ch/rdf/sphn-schema/sphn#ElectrocardiographicProcedure', 'https://biomedit.ch/rdf/sphn-schema/sphn#ExcludedDisorder', 'https://biomedit.ch/rdf/sphn-schema/sphn#Exposure', 'https://biomedit.ch/rdf/sphn-schema/sphn#FluidBalance', 'https://biomedit.ch/rdf/sphn-schema/sphn#FluidInputOutput', 'https://biomedit.ch/rdf/sphn-schema/sphn#FollowUp', 'https://biomedit.ch/rdf/sphn-schema/sphn#GestationalAgeAtBirth', 'https://biomedit.ch/rdf/sphn-schema/sphn#HealthcareEncounter', 'https://biomedit.ch/rdf/sphn-schema/sphn#HealthcarePrimaryInformationSystem', 'https://biomedit.ch/rdf/sphn-schema/sphn#HeartRateMeasurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#HomeAddress', 'https://biomedit.ch/rdf/sphn-schema/sphn#ImagingProcedure', 'https://biomedit.ch/rdf/sphn-schema/sphn#ImplantPresence', 'https://biomedit.ch/rdf/sphn-schema/sphn#InhaledOxygenConcentration', 'https://biomedit.ch/rdf/sphn-schema/sphn#Interpretation', 'https://biomedit.ch/rdf/sphn-schema/sphn#InsuranceStatus', 'https://biomedit.ch/rdf/sphn-schema/sphn#Isolate', 'https://biomedit.ch/rdf/sphn-schema/sphn#LabTestEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#LibraryPreparation', 'https://biomedit.ch/rdf/sphn-schema/sphn#Location', 'https://biomedit.ch/rdf/sphn-schema/sphn#Measurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#MedicalProcedure', 'https://biomedit.ch/rdf/sphn-schema/sphn#MicrobiologyBiomoleculePresenceLabTestEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#MicrobiologyMicroscopyLabTestEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#MicroorganismIdentificationLabTestEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#Nationality', 'https://biomedit.ch/rdf/sphn-schema/sphn#NursingDiagnosis', 'https://biomedit.ch/rdf/sphn-schema/sphn#NutritionIntake', 'https://biomedit.ch/rdf/sphn-schema/sphn#OncologyDiagnosis', 'https://biomedit.ch/rdf/sphn-schema/sphn#OncologySurgery', 'https://biomedit.ch/rdf/sphn-schema/sphn#OrganSupport', 'https://biomedit.ch/rdf/sphn-schema/sphn#OxygenSaturationMeasurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#ProblemCondition', 'https://biomedit.ch/rdf/sphn-schema/sphn#QualityControlMetric', 'https://biomedit.ch/rdf/sphn-schema/sphn#RadiotherapyProcedure', 'https://biomedit.ch/rdf/sphn-schema/sphn#ReferenceInterpretation', 'https://biomedit.ch/rdf/sphn-schema/sphn#RespiratoryRateMeasurement', 'https://biomedit.ch/rdf/sphn-schema/sphn#ResuscitationDirective', 'https://biomedit.ch/rdf/sphn-schema/sphn#Sample', 'https://biomedit.ch/rdf/sphn-schema/sphn#SampleProcessing', 'https://biomedit.ch/rdf/sphn-schema/sphn#SemanticMapping', 'https://biomedit.ch/rdf/sphn-schema/sphn#SequencingAnalysis', 'https://biomedit.ch/rdf/sphn-schema/sphn#SequencingAssay', 'https://biomedit.ch/rdf/sphn-schema/sphn#SequencingInstrument', 'https://biomedit.ch/rdf/sphn-schema/sphn#SequencingRun', 'https://biomedit.ch/rdf/sphn-schema/sphn#Software', 'https://biomedit.ch/rdf/sphn-schema/sphn#SourceSystem', 'https://biomedit.ch/rdf/sphn-schema/sphn#StandardOperatingProcedure', 'https://biomedit.ch/rdf/sphn-schema/sphn#SubjectPseudoIdentifier', 'https://biomedit.ch/rdf/sphn-schema/sphn#TimeSeriesDataFile', 'https://biomedit.ch/rdf/sphn-schema/sphn#TobaccoExposure', 'https://biomedit.ch/rdf/sphn-schema/sphn#TransplantPresence', 'https://biomedit.ch/rdf/sphn-schema/sphn#TumorGradeAssessmentEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#TumorSpecimen', 'https://biomedit.ch/rdf/sphn-schema/sphn#TumorStageAssessmentEvent', 'https://biomedit.ch/rdf/sphn-schema/sphn#VariantDescriptor', 'https://biomedit.ch/rdf/sphn-schema/sphn#VitalStatus']",['https://biomedit.ch/rdf/sphn-ontology/sphn#DataProviderInstitute'],['https://biomedit.ch/rdf/sphn-schema/sphn#DataProvider'],,,,
1059,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasCurrentLocation,https://biomedit.ch/rdf/sphn-schema/sphn#hasCurrentLocation,['https://biomedit.ch/rdf/sphn-ontology/sphn#HealthcareEncounter'],"['https://biomedit.ch/rdf/sphn-schema/sphn#HealthcareEncounter', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",['https://biomedit.ch/rdf/sphn-ontology/sphn#Location'],['https://biomedit.ch/rdf/sphn-schema/sphn#Location'],,,,
1060,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasGeneticVariation,https://biomedit.ch/rdf/sphn-schema/sphn#hasGeneticVariation,['https://biomedit.ch/rdf/sphn-ontology/sphn#VariantDescriptor'],"['https://biomedit.ch/rdf/sphn-schema/sphn#VariantDescriptor', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",['https://biomedit.ch/rdf/sphn-ontology/sphn#GeneticVariation'],['https://biomedit.ch/rdf/sphn-schema/sphn#GeneticVariation'],,,,
1061,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasStartCytobandCode,https://biomedit.ch/rdf/sphn-schema/sphn#hasStartCytobandCode,['https://biomedit.ch/rdf/sphn-ontology/sphn#ChromosomalLocation'],"['https://biomedit.ch/rdf/sphn-schema/sphn#ChromosomalLocation', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']","['https://biomedit.ch/rdf/sphn-ontology/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Code']","['https://biomedit.ch/rdf/sphn-schema/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-schema/sphn#Code']",,,,
1062,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasAlgorithm,,"['https://biomedit.ch/rdf/sphn-schema/sphn#Hash', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],,,,
1063,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasEndCytobandCode,https://biomedit.ch/rdf/sphn-schema/sphn#hasEndCytobandCode,['https://biomedit.ch/rdf/sphn-ontology/sphn#ChromosomalLocation'],"['https://biomedit.ch/rdf/sphn-schema/sphn#ChromosomalLocation', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']","['https://biomedit.ch/rdf/sphn-ontology/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Code']","['https://biomedit.ch/rdf/sphn-schema/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-schema/sphn#Code']",,,,
1064,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasComparator,https://biomedit.ch/rdf/sphn-schema/sphn#hasComparator,"['https://biomedit.ch/rdf/sphn-ontology/sphn#BirthDate', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Quantity']","['https://biomedit.ch/rdf/sphn-schema/sphn#BirthDate', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept', 'https://biomedit.ch/rdf/sphn-schema/sphn#Quantity']",['https://biomedit.ch/rdf/sphn-ontology/sphn#SPHNConcept'],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],,,,
1065,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasFormatCode,https://biomedit.ch/rdf/sphn-schema/sphn#hasFormatCode,['https://biomedit.ch/rdf/sphn-ontology/sphn#DataFile'],"['https://biomedit.ch/rdf/sphn-schema/sphn#DataFile', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept', 'https://biomedit.ch/rdf/sphn-schema/sphn#TimeSeriesDataFile']","['https://biomedit.ch/rdf/sphn-ontology/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Code']","['https://biomedit.ch/rdf/sphn-schema/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-schema/sphn#Code']",,,,
1066,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasScoringSystemCode,,['https://biomedit.ch/rdf/sphn-ontology/sphn#SimpleScore'],,"['https://biomedit.ch/rdf/sphn-ontology/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Code']",,,,,
1067,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasStainingMethodCode,,"['https://biomedit.ch/rdf/sphn-schema/sphn#MicrobiologyMicroscopyLabTest', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,"['https://biomedit.ch/rdf/sphn-schema/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-schema/sphn#Code']",,,,
1068,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasGestationalAge,,"['https://biomedit.ch/rdf/sphn-schema/sphn#Birth', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,['https://biomedit.ch/rdf/sphn-schema/sphn#GestationalAgeAtBirth'],,,,
1069,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasManufacturedDoseForm,https://biomedit.ch/rdf/sphn-schema/sphn#hasManufacturedDoseForm,['https://biomedit.ch/rdf/sphn-ontology/sphn#Drug'],"['https://biomedit.ch/rdf/sphn-schema/sphn#DrugArticle', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",['https://biomedit.ch/rdf/sphn-ontology/sphn#PharmaceuticalDoseForm'],['https://biomedit.ch/rdf/sphn-schema/sphn#PharmaceuticalDoseForm'],,,,
1070,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasAverageReadLength,,"['https://biomedit.ch/rdf/sphn-schema/sphn#SequencingRun', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,['https://biomedit.ch/rdf/sphn-schema/sphn#Quantity'],,,,
1071,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasFluidInputOutput,,"['https://biomedit.ch/rdf/sphn-schema/sphn#FluidBalance', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,['https://biomedit.ch/rdf/sphn-schema/sphn#FluidInputOutput'],,,,
1072,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasDrugQuantity,,"['https://biomedit.ch/rdf/sphn-ontology/sphn#DrugAdministrationEvent', 'https://biomedit.ch/rdf/sphn-ontology/sphn#DrugPrescription']",,['https://biomedit.ch/rdf/sphn-ontology/sphn#Quantity'],,,,,
1073,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasRelativeTemporalityCode,https://biomedit.ch/rdf/sphn-schema/sphn#hasRelativeTemporalityCode,['https://biomedit.ch/rdf/sphn-ontology/sphn#ProblemCondition'],"['https://biomedit.ch/rdf/sphn-schema/sphn#ProblemCondition', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']","['https://biomedit.ch/rdf/sphn-ontology/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Code']","['https://biomedit.ch/rdf/sphn-schema/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-schema/sphn#Code']",,,,
1074,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasProgressionBodySite,,['https://biomedit.ch/rdf/sphn-ontology/sphn#OncologyTreatmentAssessment'],,['https://biomedit.ch/rdf/sphn-ontology/sphn#BodySite'],,,,,
1075,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasModeCode,,"['https://biomedit.ch/rdf/sphn-schema/sphn#NutritionIntake', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,"['https://biomedit.ch/rdf/sphn-schema/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-schema/sphn#Code']",,,,
1076,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasTargetLocation,https://biomedit.ch/rdf/sphn-schema/sphn#hasTargetLocation,['https://biomedit.ch/rdf/sphn-ontology/sphn#HealthcareEncounter'],"['https://biomedit.ch/rdf/sphn-schema/sphn#HealthcareEncounter', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",['https://biomedit.ch/rdf/sphn-ontology/sphn#Location'],['https://biomedit.ch/rdf/sphn-schema/sphn#Location'],,,,
1077,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasAcquistionCode,,"['https://biomedit.ch/rdf/sphn-schema/sphn#Nationality', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,"['https://biomedit.ch/rdf/sphn-schema/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-schema/sphn#Code']",,,,
1078,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#hasExposureDuration,,['https://biomedit.ch/rdf/sphn-ontology/sphn#AllergyEpisode'],,['https://biomedit.ch/rdf/sphn-ontology/sphn#Quantity'],,,,,
1079,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn#hasConditionCode,,"['https://biomedit.ch/rdf/sphn-schema/sphn#Death', 'https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept']",,"['https://biomedit.ch/rdf/sphn-schema/sphn#Terminology', 'https://biomedit.ch/rdf/sphn-schema/sphn#Code']",,,,
